sample,distance_to_centroid
CP_201708B.1,0.6034453154902566
SA_201711A.3,0.6053144391890767
SA_201709A.2,0.6651651043437087
TR_201711A.3,0.582491496473746
FH_201707C.1,0.5874280139397847
TW_201711A.2,0.5915669685286937
