sample,distance_to_centroid
PO_201707C.2,0.3269828552151755
TW_201708A.2,0.4937707081369081
TR_201707C.2,0.5096346208452456
TR_201708A.2,0.32055399878199264
PO_201708A.1,0.4623602992393941
