sample,distance.to.centroid
LK_201711B.1,0.6300658926069276
FH_201709C.3,0.6635403253663071
LK_201710B.3,0.5716326327760457
CP_201709C.2,0.9123218662351714
LK_201711A.1,0.8461611139686009
LK_201711C.2,0.664275518445227
