ID,Kingdom,PhylumDivision,Class,Order,Family,Genus,Species,CommonName,Nonindigenous,EarlyLifeMinerology,AdultMinerology,PugetSoundReference,EarlyLifeMineralReference,AdultMineralReference,SpeciesTaxonomyReference
2589,Animalia,Annelida,Sedentaria,Scolecida,Maldanidae,Petaloproctus,tenuis borealis,,,No mineralization,No mineralization,PSMEP_Benthic_Inverts(Arwidsson 1906),Taxonomic Assignment (Genus),Taxonomic Assignment (Genus),ITIS
2590,Animalia,Annelida,Errantia,Eunicida,Dorvilleidae,Protodorvillea,pugettensis,,,No mineralization,No mineralization,PSMEP_Benthic_Inverts((Armstrong and Jumars 1978)),Taxonomic Assignment (Family),Taxonomic Assignment (Family),ITIS
2591,Animalia,Annelida,Sedentaria,Canalipalpata,Flabelligeridae,Pherusa,plumosa,,,No mineralization,No mineralization,PSMEP_Benthic_Inverts((Mⁿller 1776)),Taxonomic Assignment (Genus),Taxonomic Assignment (Genus),ITIS
2592,Animalia,Mollusca,Gastropoda,Cephalaspidea,Philinidae,Philine,bakeri,,,"Amorphous, Aragonite",Aragonite,PSMEP_Benthic_Inverts(Dall 1919),Taxonomic Assignment (Order),Taxonomic Assignment (Order),ITIS
2593,Animalia,Annelida,Errantia,Phyllodocida,Pholoidae,Pholoe,glabra,,,No mineralization,No mineralization,PSMEP_Benthic_Inverts(Hartman 1961),Taxonomic Assignment (Genus),Taxonomic Assignment (Genus),ITIS
2594,Animalia,Arthropoda,Malacostraca,Amphipoda,Isaeidae,Photis,bifurcata,,,"High Mg Calcite, Amorphous","High Mg Calcite, Amorphous",PSMEP_Benthic_Inverts(J.L. Barnard 1962),Taxonomic Assignment (Family),Taxonomic Assignment (Family),ITIS
2595,Animalia,Arthropoda,Malacostraca,Amphipoda,Isaeidae,Photis,brevipes,,,"High Mg Calcite, Amorphous","High Mg Calcite, Amorphous",PSMEP_Benthic_Inverts(Shoemaker 1942),Taxonomic Assignment (Family),Taxonomic Assignment (Family),ITIS
2596,Animalia,Arthropoda,Malacostraca,Amphipoda,Isaeidae,Photis,lacia,,,"High Mg Calcite, Amorphous","High Mg Calcite, Amorphous",PSMEP_Benthic_Inverts(J.L. Barnard 1962),Taxonomic Assignment (Family),Taxonomic Assignment (Family),ITIS
2597,Animalia,Arthropoda,Malacostraca,Amphipoda,Isaeidae,Photis,macinerneyi,,,"High Mg Calcite, Amorphous","High Mg Calcite, Amorphous",PSMEP_Benthic_Inverts(Conlan 1983),Taxonomic Assignment (Family),Taxonomic Assignment (Family),ITIS
2598,Animalia,Arthropoda,Malacostraca,Amphipoda,Isaeidae,Photis,oligochaeta,,,"High Mg Calcite, Amorphous","High Mg Calcite, Amorphous",PSMEP_Benthic_Inverts(Conlan 1983),Taxonomic Assignment (Family),Taxonomic Assignment (Family),ITIS
2599,Animalia,Arthropoda,Malacostraca,Amphipoda,Isaeidae,Photis,parvidons,,,"High Mg Calcite, Amorphous","High Mg Calcite, Amorphous",PSMEP_Benthic_Inverts(Conlan 1983),Taxonomic Assignment (Family),Taxonomic Assignment (Family),ITIS
2600,Animalia,Arthropoda,Malacostraca,Amphipoda,Isaeidae,Photis,spasskii,,,"High Mg Calcite, Amorphous","High Mg Calcite, Amorphous",PSMEP_Benthic_Inverts(Gurjanova 1951),Taxonomic Assignment (Family),Taxonomic Assignment (Family),ITIS
2601,Animalia,Annelida,Sedentaria,Canalipalpata,Chaetopteridae,Phyllochaetopterus,claparedii,,,No mineralization,No mineralization,PSMEP_Benthic_Inverts(McIntosh 1885),Taxonomic Assignment (Genus),Taxonomic Assignment (Genus),ITIS
2602,Animalia,Annelida,Errantia,Phyllodocida,Phyllodocidae,Phyllodoce,cuspidata,,,No mineralization,No mineralization,PSMEP_Benthic_Inverts(McCammon & Montagne 1979),Taxonomic Assignment (Genus),Taxonomic Assignment (Genus),ITIS
2603,Animalia,Annelida,Errantia,Phyllodocida,Phyllodocidae,Phyllodoce,hartmanae,,,No mineralization,No mineralization,PSMEP_Benthic_Inverts(Blake & Walton 1977),Taxonomic Assignment (Genus),Taxonomic Assignment (Genus),ITIS
2604,Animalia,Annelida,Errantia,Phyllodocida,Pilargidae,Pilargis,maculata,,,No mineralization,No mineralization,PSMEP_Benthic_Inverts(Hartman 1947),Taxonomic Assignment (Genus),Taxonomic Assignment (Genus),ITIS
2605,Animalia,Arthropoda,Malacostraca,Decapoda,Pinnotheridae,Pinnixa,eburna,,,"High Mg Calcite, Amorphous","High Mg Calcite, Amorphous",PSMEP_Benthic_Inverts(Wells 1928),Taxonomic Assignment (Genus),Taxonomic Assignment (Genus),ITIS
2606,Animalia,Arthropoda,Malacostraca,Decapoda,Pinnotheridae,Pinnixa,tubicola,,,"High Mg Calcite, Amorphous","High Mg Calcite, Amorphous",PSMEP_Benthic_Inverts(Holmes 1894),Taxonomic Assignment (Genus),Taxonomic Assignment (Genus),ITIS
2607,Animalia,Annelida,Errantia,Phyllodocida,Syllidae,Pionosyllis,gigantea,,,No mineralization,No mineralization,PSMEP_Benthic_Inverts(Moore 1908á),Taxonomic Assignment (Genus),Taxonomic Assignment (Genus),ITIS
2608,Animalia,Annelida,Errantia,Phyllodocida,Syllidae,Pionosyllis,magnifica,,,No mineralization,No mineralization,PSMEP_Benthic_Inverts(Moore 1906),Taxonomic Assignment (Genus),Taxonomic Assignment (Genus),ITIS
2609,Animalia,Annelida,Sedentaria,Canalipalpata,Terebellidae,Pista,agassizi,,,Non-CaCO3 mineral,Non-CaCO3 mineral,"PSMEP_Benthic_Inverts(Hilbig in Blake, Hilbig & Scott 2000)",Taxonomic Assignment (Genus),Taxonomic Assignment (Genus),WoRMS
2610,Animalia,Annelida,Sedentaria,Canalipalpata,Terebellidae,Pista,elongata,,,Non-CaCO3 mineral,Non-CaCO3 mineral,PSMEP_Benthic_Inverts(Moore 1909),Taxonomic Assignment (Genus),Taxonomic Assignment (Genus),ITIS
2611,Animalia,Annelida,Sedentaria,Canalipalpata,Terebellidae,Scionella,estevanica,,,Non-CaCO3 mineral,Non-CaCO3 mineral,PSMEP_Benthic_Inverts((Berkeley & Berkeley 1942)),Taxonomic Assignment (Genus),Taxonomic Assignment (Genus),ITIS
2612,Animalia,Annelida,Sedentaria,Canalipalpata,Terebellidae,Pista,pacifica,,,Non-CaCO3 mineral,Non-CaCO3 mineral,PSMEP_Benthic_Inverts(Berkeley & Berkeley 1942),Taxonomic Assignment (Genus),Taxonomic Assignment (Genus),ITIS
2613,Animalia,Annelida,Sedentaria,Canalipalpata,Terebellidae,Pista,wui,,,Non-CaCO3 mineral,Non-CaCO3 mineral,PSMEP_Benthic_Inverts(Safranova 1988),Taxonomic Assignment (Genus),Taxonomic Assignment (Genus),WoRMS
2614,Animalia,Arthropoda,Malacostraca,Amphipoda,Pleustidae,Pleusirus,secorrus,,,"High Mg Calcite, Amorphous","High Mg Calcite, Amorphous",PSMEP_Benthic_Inverts(J.L. Barnard 1969),Taxonomic Assignment (Family),Taxonomic Assignment (Family),ITIS
2615,Animalia,Annelida,Errantia,Phyllodocida,Hesionidae,Podarkeopsis,glabra,,,No mineralization,No mineralization,PSMEP_Benthic_Inverts((Hartman 1961)),Taxonomic Assignment (Genus),Taxonomic Assignment (Genus),ITIS
2616,Animalia,Annelida,Errantia,Phyllodocida,Hesionidae,Podarkeopsis,perkinsi,,,No mineralization,No mineralization,PSMEP_Benthic_Inverts(Hilbig 1992),Taxonomic Assignment (Genus),Taxonomic Assignment (Genus),ITIS
2617,Animalia,Arthropoda,Malacostraca,Amphipoda,Podoceridae,Podocerus,cristatus,,,"High Mg Calcite, Amorphous","High Mg Calcite, Amorphous",PSMEP_Benthic_Inverts((Thomson 1879)),Taxonomic Assignment (Order),Taxonomic Assignment (Order),ITIS
2618,Animalia,Annelida,Sedentaria,Canalipalpata,Terebellidae,Polycirrus,californicus,,,Non-CaCO3 mineral,Non-CaCO3 mineral,PSMEP_Benthic_Inverts(Moore 1909),Taxonomic Assignment (Family),Taxonomic Assignment (Family),ITIS
2619,Animalia,Annelida,Sedentaria,Canalipalpata,Spionidae,Polydora,commensalis,,,No mineralization,No mineralization,PSMEP_Benthic_Inverts(Zachs 1933),Taxonomic Assignment (Genus),Taxonomic Assignment (Genus),ITIS
2620,Animalia,Annelida,Sedentaria,Canalipalpata,Spionidae,Polydora,cornuta,,,No mineralization,No mineralization,PSMEP_Benthic_Inverts(Bosc 1802),Taxonomic Assignment (Genus),Taxonomic Assignment (Genus),ITIS
2621,Animalia,Annelida,Sedentaria,Canalipalpata,Spionidae,Polydora,limicola,,,No mineralization,No mineralization,PSMEP_Benthic_Inverts(Annenkova 1934),Taxonomic Assignment (Genus),Taxonomic Assignment (Genus),ITIS
2622,Animalia,Annelida,Sedentaria,Canalipalpata,Spionidae,Polydora,spongicola,,,No mineralization,No mineralization,PSMEP_Benthic_Inverts(Berkeley & Berkeley 1950),Taxonomic Assignment (Genus),Taxonomic Assignment (Genus),ITIS
2623,Animalia,Annelida,Sedentaria,Canalipalpata,Spionidae,Polydora,websteri,,,No mineralization,No mineralization,PSMEP_Benthic_Inverts(Hartman in Loosanoff & Engle 1943),Taxonomic Assignment (Genus),Taxonomic Assignment (Genus),ITIS
2624,Animalia,Mollusca,Gastropoda,Neotaenioglossa,Eulimidae,Polygireulima,rutila,,,"Amorphous, Aragonite",Aragonite,PSMEP_Benthic_Inverts((Carpenter 1864)),Taxonomic Assignment (Family),Taxonomic Assignment (Family),ITIS
2625,Animalia,Arthropoda,Malacostraca,Amphipoda,Eusiridae,Pontogeneia,inermis,,,"High Mg Calcite, Amorphous","High Mg Calcite, Amorphous",PSMEP_Benthic_Inverts((Kr°yer 1838)),Taxonomic Assignment (Family),Taxonomic Assignment (Family),ITIS
2626,Animalia,Arthropoda,Malacostraca,Amphipoda,Eusiridae,Pontogeneia,intermedia,,,"High Mg Calcite, Amorphous","High Mg Calcite, Amorphous",PSMEP_Benthic_Inverts(Gurjanova 1938),Taxonomic Assignment (Family),Taxonomic Assignment (Family),ITIS
2627,Animalia,Arthropoda,Malacostraca,Amphipoda,Eusiridae,Pontogeneia,rostrata,,,"High Mg Calcite, Amorphous","High Mg Calcite, Amorphous",PSMEP_Benthic_Inverts(Gurjanova 1938),Taxonomic Assignment (Family),Taxonomic Assignment (Family),ITIS
2628,Animalia,Arthropoda,Malacostraca,Amphipoda,Pontoporeiidae,Pontoporeia,femorata,,,"High Mg Calcite, Amorphous","High Mg Calcite, Amorphous",PSMEP_Benthic_Inverts(Kr°yer 1842),Taxonomic Assignment (Order),Taxonomic Assignment (Order),ITIS
2629,Animalia,Arthropoda,Ostracoda,Myodocopida,Cylindroleberididae,Postasterope,barnesi,,,Calcite,Calcite,PSMEP_Benthic_Inverts((Baker 1978)),Taxonomic Assignment (Order),Taxonomic Assignment (Order),ITIS
2630,Animalia,Annelida,Sedentaria,Canalipalpata,Sabellidae,Potamilla,neglecta,,,Non-CaCO3 mineral,Non-CaCO3 mineral,PSMEP_Benthic_Inverts((Sars 1851)),Taxonomic Assignment (Genus),Taxonomic Assignment (Genus),ITIS
2631,Animalia,Arthropoda,Malacostraca,Amphipoda,Lysianassidae,Prachynella,lodo,,,"High Mg Calcite, Amorphous","High Mg Calcite, Amorphous",PSMEP_Benthic_Inverts(J. L. Barnard 1964),Taxonomic Assignment (Family),Taxonomic Assignment (Family),ITIS
2632,Animalia,Annelida,Sedentaria,Scolecida,Maldanidae,Praxillella,pacifica,,,No mineralization,No mineralization,PSMEP_Benthic_Inverts(E. Berkeley 1929),Taxonomic Assignment (Genus),Taxonomic Assignment (Genus),ITIS
2633,Animalia,Priapulida,(unassigned),(unassigned),Priapulidae,Priapulus,caudatus,,,No mineralization,No mineralization,PSMEP_Benthic_Inverts(Lamarck 1816),Taxonomic Assignment (Order),Taxonomic Assignment (Order),ITIS
2634,Animalia,Annelida,Sedentaria,Canalipalpata,Spionidae,Prionospio,lighti,,,No mineralization,No mineralization,PSMEP_Benthic_Inverts(Maciolek 1985),Taxonomic Assignment (Genus),Taxonomic Assignment (Genus),ITIS
2635,Animalia,Annelida,Sedentaria,Canalipalpata,Spionidae,Prionospio,pygmaea,,,No mineralization,No mineralization,PSMEP_Benthic_Inverts(Hartman 1961),Taxonomic Assignment (Genus),Taxonomic Assignment (Genus),ITIS
2636,Animalia,Mollusca,Gastropoda,Neogastropoda,Conidae,Propebela,arctica,,,"Amorphous, Aragonite",Aragonite,PSMEP_Benthic_Inverts((Adams 1855)),"Skulan et al 1997, Gussone et al 2016","Skulan et al 1997, Gussone et al 2016",ITIS
2637,Animalia,Mollusca,Gastropoda,Neogastropoda,Conidae,Propebela,fidicula,,,"Amorphous, Aragonite",Aragonite,PSMEP_Benthic_Inverts((Gould 1849)),"Skulan et al 1997, Gussone et al 2016","Skulan et al 1997, Gussone et al 2016",ITIS
2638,Animalia,Nemertea,Enopla,Hoplonemertea,Prosorhochmidae,Prosorhochmus,albidus,,,Non-CaCO3 mineral,Non-CaCO3 mineral,PSMEP_Benthic_Inverts((Coe 1905)),Taxonomic Assignment (Order),Taxonomic Assignment (Order),ITIS
2639,Animalia,Annelida,Errantia,Eunicida,Dorvilleidae,Protodorvillea,gracilis,,,No mineralization,No mineralization,PSMEP_Benthic_Inverts((Hartman 1938)),Taxonomic Assignment (Family),Taxonomic Assignment (Family),ITIS
2640,Animalia,Arthropoda,Malacostraca,Amphipoda,Isaeidae,Protomedeia,articulata,,,"High Mg Calcite, Amorphous","High Mg Calcite, Amorphous",PSMEP_Benthic_Inverts(J. L. Barnard 1962),Taxonomic Assignment (Family),Taxonomic Assignment (Family),ITIS
2641,Animalia,Arthropoda,Malacostraca,Amphipoda,Isaeidae,Protomedeia,grandimana,,,"High Mg Calcite, Amorphous","High Mg Calcite, Amorphous",PSMEP_Benthic_Inverts(Bruggen 1906),Taxonomic Assignment (Family),Taxonomic Assignment (Family),ITIS
2642,Animalia,Arthropoda,Malacostraca,Amphipoda,Corophiidae,Protomedeia,microdactyla,,,"High Mg Calcite, Amorphous","High Mg Calcite, Amorphous",PSMEP_Benthic_Inverts(Bulycheva 1952),Taxonomic Assignment (Family),Taxonomic Assignment (Family),WoRMS
2643,Animalia,Annelida,Sedentaria,Canalipalpata,Serpulidae,Pseudochitinopoma,occidentalis,,,No mineralization,"Aragonite, Calcite",PSMEP_Benthic_Inverts((Bush 1905)),Taxonomic Assignment (Family),Vinn et al 2008,ITIS
2644,Animalia,Echinodermata,Holothuroidea,Dendrochirotida,Cucumariidae,Cucumaria,lubrica,,,High Mg Calcite,High Mg Calcite,PSMEP_Benthic_Inverts((H.L. Clark 1901)),Taxonomic Assignment (Genus),Taxonomic Assignment (Genus),ITIS
2645,Animalia,Arthropoda,Malacostraca,Mysida,Mysidae,Pseudomma,berkeleyi,,,"High Mg Calcite, Amorphous","High Mg Calcite, Amorphous",PSMEP_Benthic_Inverts(W. Tattersall 1933),Taxonomic Assignment (Family),Taxonomic Assignment (Family),ITIS
2646,Animalia,Arthropoda,Malacostraca,Mysida,Mysidae,Pseudomma,truncatum,,,"High Mg Calcite, Amorphous","High Mg Calcite, Amorphous",PSMEP_Benthic_Inverts(S.I. Smith 1879),Taxonomic Assignment (Family),Taxonomic Assignment (Family),ITIS
2647,Animalia,Annelida,Sedentaria,Canalipalpata,Spionidae,Pseudopolydora,kempi,,,No mineralization,No mineralization,PSMEP_Benthic_Inverts((Southern 1921)),Taxonomic Assignment (Genus),Taxonomic Assignment (Genus),ITIS
2648,Animalia,Echinodermata,Holothuroidea,Dendrochirotida,Psolidae,Psolidium,bullatum,,,High Mg Calcite,High Mg Calcite,"PSMEP_Benthic_Inverts(Ohshima, 1915)",Taxonomic Assignment (Genus),Taxonomic Assignment (Genus),ITIS
2649,Animalia,Mollusca,Scaphopoda,Gadilida,Pulsellidae,Pulsellum,salishorum,,,Aragonite,Aragonite,PSMEP_Benthic_Inverts(Marshall 1980),Taxonomic Assignment (Class),Taxonomic Assignment (Class),ITIS
2650,Animalia,Mollusca,Gastropoda,Archaeogastropoda,Fissurellidae,Puncturella,cooperi,,,"Amorphous, Aragonite",Aragonite,PSMEP_Benthic_Inverts(Carpenter 1864),Taxonomic Assignment (Genus),Taxonomic Assignment (Genus),ITIS
2651,Animalia,Arthropoda,Pycnogonida,Pantopoda,Pycnogonidae,Pycnogonum,rickettsi,,,No mineralization,No mineralization,PSMEP_Benthic_Inverts(Schmitt 1934),Taxonomic Assignment (Genus),Taxonomic Assignment (Genus),ITIS
2652,Animalia,Annelida,Sedentaria,Canalipalpata,Spionidae,Pygospio,californica,,,No mineralization,No mineralization,PSMEP_Benthic_Inverts(Hartman 1936),Taxonomic Assignment (Genus),Taxonomic Assignment (Genus),ITIS
2653,Animalia,Mollusca,Gastropoda,Neogastropoda,Buccinidae,Pyrulofusus,harpa,,,"Amorphous, Aragonite",Aragonite,PSMEP_Benthic_Inverts((M÷rch 1857)),Taxonomic Assignment (Family),Taxonomic Assignment (Family),ITIS
2654,Animalia,Annelida,Sedentaria,Canalipalpata,Cirratulidae,Raricirrus,maculatus,,,No mineralization,No mineralization,PSMEP_Benthic_Inverts(Hartman 1961),Taxonomic Assignment (Family),Vinn et al 2008,ITIS
2655,Animalia,Mollusca,Gastropoda,Neogastropoda,Buccinidae,Retimohnia,frielei,,,"Amorphous, Aragonite",Aragonite,PSMEP_Benthic_Inverts((Dall 1891)),Taxonomic Assignment (Family),Hasse et al 2000,WoRMS
2656,Animalia,Mollusca,Gastropoda,Cephalaspidea,Retusidae,Retusa,obtusa,,,"Amorphous, Aragonite",Aragonite,PSMEP_Benthic_Inverts((Montagu 1803)),Taxonomic Assignment (Order),Taxonomic Assignment (Order),ITIS
2657,Animalia,Mollusca,Scaphopoda,Dentaliida,Rhabdidae,Rhabdus,rectius,,,Aragonite,Aragonite,PSMEP_Benthic_Inverts((Carpenter 1864)),Taxonomic Assignment (Order),Taxonomic Assignment (Order),ITIS
2658,Animalia,Arthropoda,Malacostraca,Amphipoda,Eusiridae,Rhachotropis,barnardi,,,"High Mg Calcite, Amorphous","High Mg Calcite, Amorphous",PSMEP_Benthic_Inverts(Bousfield and Hendrycks 1995),Taxonomic Assignment (Genus),Taxonomic Assignment (Genus),ITIS
2659,Animalia,Arthropoda,Malacostraca,Amphipoda,Eusiridae,Rhachotropis,clemens,,,"High Mg Calcite, Amorphous","High Mg Calcite, Amorphous",PSMEP_Benthic_Inverts(J.L. Barnard 1967),Taxonomic Assignment (Genus),Taxonomic Assignment (Genus),ITIS
2660,Animalia,Bryozoa,Gymnolaemata,Cheilostomata,Mucronellidae,Rhamphostomella,costata,,,Calcite,Calcite,"PSMEP_Benthic_Inverts(Lorenz, 1886)",Kuklinsky and Taylor 2009,Kuklinsky and Taylor 2009,ITIS
2661,Animalia,Arthropoda,Malacostraca,Amphipoda,Phoxocephalidae,Rhepoxynius,barnardi,,,"High Mg Calcite, Amorphous","High Mg Calcite, Amorphous",PSMEP_Benthic_Inverts(Jarrett and Bousfield 1994),Taxonomic Assignment (Genus),Taxonomic Assignment (Genus),ITIS
2662,Animalia,Arthropoda,Malacostraca,Amphipoda,Phoxocephalidae,Rhepoxynius,bicuspidatus,,,"High Mg Calcite, Amorphous","High Mg Calcite, Amorphous",PSMEP_Benthic_Inverts((J.L. Barnard 1960)),Taxonomic Assignment (Genus),Taxonomic Assignment (Genus),ITIS
2663,Animalia,Arthropoda,Malacostraca,Amphipoda,Phoxocephalidae,Rhepoxynius,boreovariatus,,,"High Mg Calcite, Amorphous","High Mg Calcite, Amorphous",PSMEP_Benthic_Inverts(Jarrett and Bousfield 1994),Taxonomic Assignment (Genus),Taxonomic Assignment (Genus),ITIS
2664,Animalia,Arthropoda,Malacostraca,Amphipoda,Phoxocephalidae,Rhepoxynius,daboius,,,"High Mg Calcite, Amorphous","High Mg Calcite, Amorphous",PSMEP_Benthic_Inverts((J.L. Barnard 1960)),Taxonomic Assignment (Genus),Taxonomic Assignment (Genus),ITIS
2665,Animalia,Arthropoda,Malacostraca,Amphipoda,Phoxocephalidae,Rhepoxynius,pallidus,,,"High Mg Calcite, Amorphous","High Mg Calcite, Amorphous",PSMEP_Benthic_Inverts((J.L. Barnard 1960)),Taxonomic Assignment (Genus),Taxonomic Assignment (Genus),ITIS
2666,Animalia,Arthropoda,Malacostraca,Amphipoda,Phoxocephalidae,Rhepoxynius,tridentatus,,,"High Mg Calcite, Amorphous","High Mg Calcite, Amorphous",PSMEP_Benthic_Inverts((J.L. Barnard 1954)),Taxonomic Assignment (Genus),Taxonomic Assignment (Genus),ITIS
2667,Animalia,Cnidaria,Hydrozoa,Leptothecatae,Campanulariidae,Rhizocaulus,verticillatus,,,No mineralization,No mineralization,PSMEP_Benthic_Inverts((Linnaeus 1758)),Taxonomic Assignment (Family),Taxonomic Assignment (Family),ITIS
2668,Animalia,Annelida,Sedentaria,Canalipalpata,Spionidae,Rhynchospio,glutaea,,,No mineralization,No mineralization,PSMEP_Benthic_Inverts((Ehlers 1897)),Taxonomic Assignment (Genus),Taxonomic Assignment (Genus),ITIS
2669,Animalia,Arthropoda,Malacostraca,Amphipoda,Pardaliscidae,Rhynohalicella,halona,,,"High Mg Calcite, Amorphous","High Mg Calcite, Amorphous",PSMEP_Benthic_Inverts(J.L. Barnard 1971),Taxonomic Assignment (Family),Taxonomic Assignment (Family),ITIS
2670,Animalia,Mollusca,Gastropoda,Heterostropha,Acteonidae,Rictaxis,punctocaelatus,,,"Amorphous, Aragonite",Aragonite,PSMEP_Benthic_Inverts((Carpenter 1864)),Taxonomic Assignment (Order),Taxonomic Assignment (Order),ITIS
2671,Animalia,Mollusca,Gastropoda,Heterostropha,Rissoellidae,Rissoella,alaskensis,,,"Amorphous, Aragonite",Aragonite,PSMEP_Benthic_Inverts((Bartsch 1907)),Taxonomic Assignment (Order),Taxonomic Assignment (Order),ITIS
2672,Animalia,Arthropoda,Malacostraca,Isopoda,Aegidae,Rocinela,americana,,,"High Mg Calcite, Amorphous","High Mg Calcite, Amorphous",PSMEP_Benthic_Inverts(Schioedte & Meinert 1879),Taxonomic Assignment (Order),Taxonomic Assignment (Order),ITIS
2673,Animalia,Arthropoda,Malacostraca,Isopoda,Aegidae,Rocinela,belliceps,,,"High Mg Calcite, Amorphous","High Mg Calcite, Amorphous",PSMEP_Benthic_Inverts((Stimpson 1864)),Taxonomic Assignment (Order),Taxonomic Assignment (Order),ITIS
2674,Animalia,Arthropoda,Malacostraca,Isopoda,Aegidae,Rocinela,propodialis,,,"High Mg Calcite, Amorphous","High Mg Calcite, Amorphous",PSMEP_Benthic_Inverts(Richardson 1905),Taxonomic Assignment (Order),Taxonomic Assignment (Order),ITIS
2675,Animalia,Arthropoda,Malacostraca,Decapoda,Cancridae,Cancer,branneri,,,"High Mg Calcite, Amorphous","High Mg Calcite, Amorphous",PSMEP_Benthic_Inverts((Rathbun 1926)),Taxonomic Assignment (Genus),Taxonomic Assignment (Genus),ITIS
2676,Animalia,Arthropoda,Ostracoda,Myodocopida,Rutidermatidae,Rutiderma,apex,,,Calcite,Calcite,PSMEP_Benthic_Inverts(Kornicker and Harrison-Nelson 1997),Taxonomic Assignment (Genus),Taxonomic Assignment (Genus),ITIS
2677,Animalia,Annelida,Sedentaria,Canalipalpata,Ampharetidae,Samytha,californiensis,,,No mineralization,No mineralization,PSMEP_Benthic_Inverts(Hartman 1969),Taxonomic Assignment (Family),Taxonomic Assignment (Family),ITIS
2678,Animalia,Mollusca,Bivalvia,Myoida,Hiatellidae,Saxicavella,pacifica,,,"Amorphous, Aragonite",Aragonite,PSMEP_Benthic_Inverts(Dall 1916),Taxonomic Assignment (Family),Taxonomic Assignment (Family),ITIS
2679,Animalia,Annelida,Sedentaria,Scolecida,Scalibregmatidae,Scalibregma,californicum,,,No mineralization,No mineralization,PSMEP_Benthic_Inverts(Blake in Blake Hilbig & Scott 2000),Taxonomic Assignment (Genus),Taxonomic Assignment (Genus),WoRMS
2680,Animalia,Annelida,Errantia,Eunicida,Dorvilleidae,Schistomeringos,annulata,,,No mineralization,No mineralization,PSMEP_Benthic_Inverts((Moore 1906)),Taxonomic Assignment (Genus),Taxonomic Assignment (Genus),ITIS
