mean,median,max,0,repetition.level,Hash
0.4492853024152604,0.4492853024152604,0.5158567626672506,260,1.0.0,0000758662fc714fcbac474c04d9a8236d4a174d
0.4492853024152604,0.4492853024152604,0.5158567626672506,260,1.0.0,0001be90bf328922333cf9aae3ab60e9574769b9
0.4492853024152604,0.4492853024152604,0.5158567626672506,260,1.0.0,0002967cfbfe296234cd81c02cdb7a6cb3712c4e
0.4492853024152604,0.4492853024152604,0.5158567626672506,260,1.0.0,0003a46f7cacdde2d7c0114eb9d80b7e099d3187
0.4492853024152604,0.4492853024152604,0.5158567626672506,260,1.0.0,0007078afed35cc383906ce7e6b9deac83343207
0.4492853024152604,0.4492853024152604,0.5158567626672506,260,1.0.0,00078af80af31a0f6444b84316f330d67e078d57
0.4492853024152604,0.4492853024152604,0.5158567626672506,260,1.0.0,0011272f543b8c9c843724c4e4cb2fb6f04baa37
0.4492853024152604,0.4492853024152604,0.5158567626672506,260,1.0.0,0014dd6d821414d2628a2edf86f2436a18bc3a29
0.4492853024152604,0.4492853024152604,0.5158567626672506,260,1.0.0,0018532f4c6e23a59f4e57732fc7a0e7fc70fb78
0.4492853024152604,0.4492853024152604,0.5158567626672506,260,1.0.0,0018b39dd6b5b283f65e16c2ff4567cb846e324c
0.4492853024152604,0.4492853024152604,0.5158567626672506,260,1.0.0,001d877bd0d7371f09d4dc7bc4c2ce4621720537
0.4492853024152604,0.4492853024152604,0.5158567626672506,260,1.0.0,001e246818fcfd7989d565e7d3a75f308dd378ee
0.4492853024152604,0.4492853024152604,0.5158567626672506,260,1.0.0,001ed5ebcac8a22f9eb176f1fc0c7032eb84ddf8
0.4492853024152604,0.4492853024152604,0.5158567626672506,260,1.0.0,0026db27ef295abdbfe2386a16d686c75556bfad
0.4492853024152604,0.4492853024152604,0.5158567626672506,260,1.0.0,0028c986eb8b675e955dfaa80795be78ce682bdd
0.4492853024152604,0.4492853024152604,0.5158567626672506,260,1.0.0,0028db84131915e7d38667351144fbf4bedfb113
0.4492853024152604,0.4492853024152604,0.5158567626672506,260,1.0.0,002ac322d721eec84b0225976c24c48dfebd1930
0.4492853024152604,0.4492853024152604,0.5158567626672506,260,1.0.0,002c1f71bb956b194745faff2efe20d13f08dd35
0.4492853024152604,0.4492853024152604,0.5158567626672506,260,1.0.0,0030ae6166740cf1777b1769ab60193d435db365
0.4492853024152604,0.4492853024152604,0.5158567626672506,260,1.0.0,003158b86f7668d9c51ef0fb33526d4e5465ead0
0.4492853024152604,0.4492853024152604,0.5158567626672506,260,1.0.0,003235c4785886e160ba581ce1c3b391c1047576
0.4492853024152604,0.4492853024152604,0.5158567626672506,260,1.0.0,003359634263d302ac66078995ac417f8df405d9
0.4492853024152604,0.4492853024152604,0.5158567626672506,260,1.0.0,0035730007ad6367a13cd8b1860e8c4cf9bff7c1
0.4492853024152604,0.4492853024152604,0.5158567626672506,260,1.0.0,00369fd6aa3df4010cd49534d697aa56346c53c4
0.4492853024152604,0.4492853024152604,0.5158567626672506,260,1.0.0,003a01879cc0af32c213f33b68f4e606289b12d5
0.4492853024152604,0.4492853024152604,0.5158567626672506,260,1.0.0,003dc918d044d9937d38a4175cf0dba2450adb23
0.4492853024152604,0.4492853024152604,0.5158567626672506,260,1.0.0,0040f39d32ce6ce0700663d20656c0e5b4a0ce87
0.4492853024152604,0.4492853024152604,0.5158567626672506,260,1.0.0,00413fff4dc4fc71982eee409dd4003e135c59e7
0.4492853024152604,0.4492853024152604,0.5158567626672506,260,1.0.0,004394713f4b4586d7b0ebada53a25bcb709ad59
0.4492853024152604,0.4492853024152604,0.5158567626672506,260,1.0.0,00464e2499d1ab590ce0fcd0475c41a33bdaed36
0.4492853024152604,0.4492853024152604,0.5158567626672506,260,1.0.0,00467292ffd2d35c445941b2c287a298deae7e94
0.4492853024152604,0.4492853024152604,0.5158567626672506,260,1.0.0,0046bbbb933ee43177ddd281670a1a2919f110f6
0.4492853024152604,0.4492853024152604,0.5158567626672506,260,1.0.0,0047fa0aadee51f9a6e1daae5139bfb73c11a9dd
0.4492853024152604,0.4492853024152604,0.5158567626672506,260,1.0.0,0047fd4d88167d3d42ff5fe9a82f5fd58cbda394
0.4492853024152604,0.4492853024152604,0.5158567626672506,260,1.0.0,0048e502ecf7f8008fcc1e2bd90342f755516974
0.4492853024152604,0.4492853024152604,0.5158567626672506,260,1.0.0,00495bb9587c0fc27aaa204e739a5258fa907d4e
0.4492853024152604,0.4492853024152604,0.5158567626672506,260,1.0.0,00525fc5ccad0d0258ff1f186d7670eff42822b1
0.4492853024152604,0.4492853024152604,0.5158567626672506,260,1.0.0,00529c6f66cf21bcf8bbda7dd97b63128c50b18f
0.4492853024152604,0.4492853024152604,0.5158567626672506,260,1.0.0,0058b66797a4178eae14782991ef521a84baeb75
0.4492853024152604,0.4492853024152604,0.5158567626672506,260,1.0.0,005a2eaf7dbbdf2e99768b226ff7a1fd84d4e3ae
0.4492853024152604,0.4492853024152604,0.5158567626672506,260,1.0.0,005ce78d84a746ec91711b3afa977e60153d4807
0.4492853024152604,0.4492853024152604,0.5158567626672506,260,1.0.0,005ea0a0cef86a6be372d9b7143fee12d67cde12
0.4492853024152604,0.4492853024152604,0.5158567626672506,260,1.0.0,0060e54b318fdcf2eefeff718fbf19b02b377134
0.4492853024152604,0.4492853024152604,0.5158567626672506,260,1.0.0,00635bd0c13775b2915586b7b22dacc26d7e3508
0.4492853024152604,0.4492853024152604,0.5158567626672506,260,1.0.0,00638f3f102d77d830d0518af0066b0688f24b46
0.4492853024152604,0.4492853024152604,0.5158567626672506,260,1.0.0,006971bad7cd2abb741aa52a333afdbe394b0952
0.4492853024152604,0.4492853024152604,0.5158567626672506,260,1.0.0,006a3b5cf8f08b492e6e55ce482dd669d3a83b3a
0.4492853024152604,0.4492853024152604,0.5158567626672506,260,1.0.0,006e01c0d442ad97d0e3c25d2858a68c466f947c
0.4492853024152604,0.4492853024152604,0.5158567626672506,260,1.0.0,006fcf26316a02fec6deb8d776103ea448fdb77e
0.4492853024152604,0.4492853024152604,0.5158567626672506,260,1.0.0,0082aaaabf6bbfe39be3fffc603564347d6a82e7
0.4492853024152604,0.4492853024152604,0.5158567626672506,260,1.0.0,0082c1c833fd9f9338cb31e156804e243266b89e
0.4492853024152604,0.4492853024152604,0.5158567626672506,260,1.0.0,0083252936c92a73cbd20fc879acc75eab86f6d3
