Area,Season,event,CAP1,CAP2,mean.TA,mean.DIC,mean.DIC.new.sal,Salinity,Salinity.new,Temperature,Omega.aragonite,pH,pH_new,cluster
Hood Canal,Summer,LL_2017-08-01,-1.247667066896848,-0.13513932876718754,1701.3718,1619.2449,1609.154,23.918124,20.543653,18.4,1.0978372789195459,7.8,7.93902637971152,3
Hood Canal,Summer,LL_2017-09-01,-0.9801757627573192,-0.7378172196975433,1959.5238,1819.2398,1805.744,32,27,12.7,1.573297064743839,8,8.083638888397818,3
Hood Canal,Summer,LL_2018-05-01,1.5008497899442952,-0.22611518118908477,1429.4347,1258.472,1249.064,16,11,15.4,1.9810979007111864,8.4,8.536043125052235,2
Hood Canal,Summer,LL_2018-07-01,1.1687041457168281,1.331426967169389,1887.0403,1609.2283,1597.188,15,10,19.2,3.5679972236209885,8.5,8.647806721321537,1
Hood Canal,Summer,PO_2017-05-01,0.21150513597069323,-0.0675482942191658,1489.4169,1350.8542,1346.375,21.692174,18.160502,18.05,1.5574727741035737,8.1,8.192082479736264,2
Hood Canal,Summer,PO_2017-06-01,-0.44314962372567207,-0.14836660556344444,1599.7757,1476.6311,1467.066,26.521432,22.807646,17.48,1.3821535535041127,8,8.07170911646853,3
Hood Canal,Summer,PO_2017-07-01,-0.6563669542288513,1.0522226535074588,1711.8917,1559.7343,1550.014,23.28426,19.912118,22.1,1.8255914594194742,8,8.120145543292297,1
Hood Canal,Summer,PO_2017-08-01,-1.5137701575868183,-0.15963423804564325,1810.8627,1715.6453,1704.953,23.918124,20.543653,18.12,1.2558312247084136,7.9,7.977714647159348,3
Hood Canal,Summer,PO_2017-09-01,0.188649547001347,-1.9709787304004782,1708.1631,1598.887,1586.967,20,15,12.38,1.3310142717871574,8.1,8.225420900356587,2
Hood Canal,Summer,PO_2018-05-01,1.1239670997402789,-0.8372276620458042,1680.3948,1493.8088,1482.672,20,15,13.7,2.1178001495152454,8.3,8.44051866261191,2
Hood Canal,Summer,PO_2018-07-01,-0.0882174837844651,1.2304297889023927,1953.0407,1728.197,1715.327,22,17,20.4,2.7237182905973505,8.2,8.32970244447159,1
Hood Canal,Summer,SA_2017-05-01,1.365760684543959,-1.3898064597050888,2010.8233,1708.3484,1705.124,33.988207,29.992845,12.71,3.0571677698041273,8.3,8.364644553627807,2
Hood Canal,Summer,SA_2017-06-01,0.35290841062994377,-0.6082000434514233,1896.8286,1674.9639,1663.901,31.474517,27.573947,15.6,2.3360434386423323,8.2,8.23287152501275,2
Hood Canal,Summer,SA_2017-07-01,0.27149526859967943,0.8986811067735163,1889.1732,1623.4207,1613.302,27.147244,23.760906,17.5,2.9175861526298097,8.3,8.356663758330942,1
Hood Canal,Summer,SA_2017-08-01,-0.37630479898111635,-1.1220712517047822,2094.7008,1920.2086,1908.239,27.972464,24.583093,14.7,2.036425007621798,8.1,8.1538252024736,3
Hood Canal,Summer,SA_2017-09-01,-0.3245645284293001,-1.7292292833502747,2077.694,1955.3602,1940.855,32,27,12.6,1.4657437923541161,7.9,8.02230090937016,3
Hood Canal,Summer,SA_2018-05-01,1.4344294922623753,-0.6106297793114707,2010.9242,1682.3065,1669.811,28,23,15.4,3.5801885185980056,8.4,8.4989081270716,2
Hood Canal,Summer,SA_2018-07-01,0.6312074922266325,-1.1927305726685575,2145.2186,1914.7494,1900.541,31,26,13.22,2.529732657048218,8.2,8.275936236116252,2
Hood Canal,Summer,TR_2017-05-01,-0.006273319790608283,0.15766672549074873,1599.9331,1378.989,1375.247,26.855765,23.129371,17.5,2.2983775360954115,8.2,8.319787891308263,1
Hood Canal,Summer,TR_2017-06-01,-0.3180598032714119,-0.41725243797222633,1742.8426,1550.5498,1540.464,27.598728,23.844316,17.82,2.089388071814987,8.1,8.217629723636193,3
Hood Canal,Summer,TR_2017-07-01,0.0031808593048929554,1.370648214665426,1702.7791,1519.9789,1510.506,24.157318,20.781968,20.5,2.0907764012826022,8.1,8.212707399312482,1
Hood Canal,Summer,TR_2017-08-01,-1.7307883156244668,0.3459168314427208,1808.2477,1652.6672,1642.368,24.827062,21.44925,19.87,1.8444323299129204,8,8.120313469581212,3
Hood Canal,Summer,TR_2017-09-01,-0.3203097693771305,-0.7912401498967738,1993.7342,1851.1381,1837.398,30,25,12.86,1.6379025459402445,8,8.113699621906518,3
Hood Canal,Summer,TR_2018-05-01,1.6712353221323941,0.32655815363702323,1867.5814,1518.3581,1507.067,25,20,17,3.853267790885011,8.5,8.597323684034771,2
Hood Canal,Summer,TR_2018-07-01,-0.040113749668503444,0.8205519277512591,1997.8729,1747.9586,1734.965,26,21,20.4,2.903304827275554,8.2,8.310956402722695,1
Hood Canal,Summer,TW_2017-05-01,-0.41323391033544354,-0.15825423418540238,1518.1809,1388.5175,1383.914,21.692174,18.160502,19.23,1.4984991339307812,8.1,8.13927648953247,3
Hood Canal,Summer,TW_2017-06-01,-0.3261028540221815,0.7693437925321254,1717.2914,1551.6865,1541.722,24.329691,20.698558,21.5,1.934845234356271,8.1,8.1519555005197,1
Hood Canal,Summer,TW_2017-07-01,-0.08187624156848758,1.098752192838906,1744.5593,1576.5694,1566.744,23.918124,20.543653,16.8,1.913364465537815,8.1,8.227804651863321,1
Hood Canal,Summer,TW_2017-08-01,-1.7080097123734466,0.4419285741791435,1718.7985,1630.9199,1620.756,22.961348,19.590392,19.97,1.1811832236393185,7.9,7.951297992835792,3
Hood Canal,Summer,TW_2017-09-01,-0.5818721173187777,-0.1415313574736771,1874.7856,1695.7015,1683.091,25,20,16.7,2.0641842677373896,8.1,8.250400667413679,3
Hood Canal,Summer,TW_2018-05-01,0.6109941707668118,0.25049179552928463,1687.2316,1477.1231,1466.111,20,15,17,2.4217571767072883,8.3,8.446076376854693,1
Hood Canal,Summer,TW_2018-07-01,0.6438342266848027,1.669593738033643,1863.7372,1620.2079,1608.114,18,13,22.6,3.0951888058220867,8.3,8.443776627320057,1
Hood Canal,Winter,LL_2017-11-01,-0.8385266110953044,-2.0486974136008467,1376.3205,1581.3766,1571.521,26.190468,22.807646,10.3,0.07203496127340629,6.8,6.877903423243601,2
Hood Canal,Winter,LL_2018-01-01,1.2419560960010407,-0.024365413145641824,1859.4254,1751.1915,1738.193,30,25,9.12,1.249496970885586,8,8.08720223594871,3
Hood Canal,Winter,LL_2018-03-01,-0.52944583246698,0.6181196574986421,1734.4402,1630.7066,1618.585,26,21,9.53,1.2017398793712786,8,8.146582545841621,1
Hood Canal,Winter,PO_2017-11-01,-0.8000124283400715,-0.8929133749394246,1535.4783,1489.5078,1478.403,20,15,9.8,0.6964826551369563,7.9,8.023542354206475,2
Hood Canal,Winter,PO_2018-01-01,0.1937379295700401,0.14407407586111354,2008.3296,1904.9596,1890.793,25,20,9.99,1.3160884288563157,8,8.12316742931316,1
Hood Canal,Winter,PO_2018-03-01,-0.6727983892176588,1.0228603390959565,2056.9277,1922.0252,1907.759,30,25,10.8,1.5749115901186204,8,8.117171565156356,1
Hood Canal,Winter,SA_2017-11-01,-0.38246943310015824,0.3148781211101568,2020.6454,1936.7228,1922.356,32,27,10,1.106605143555274,7.8,7.950631832412722,1
Hood Canal,Winter,SA_2018-01-01,1.308187053747323,0.11502208965728308,1982.3212,1837.4449,1823.806,30,25,7.98,1.6090475757316733,8.1,8.197916570740828,3
Hood Canal,Winter,SA_2018-03-01,-0.3414108034411843,0.9082328264002082,2002.5925,1848.1785,1834.46,30,25,10,1.721799434246466,8.1,8.188635962858271,1
Hood Canal,Winter,TR_2017-11-01,-0.5351333423990137,0.38506466030266384,1996.2456,1923.6023,1909.319,29,24,11,1.0354393874031336,7.8,7.942080118116935,1
Hood Canal,Winter,TR_2018-01-01,1.530571041787972,-0.16616203466606713,1732.0284,1639.5022,1627.324,28,23,8.32,1.080993457945767,8,8.092880317008825,3
Hood Canal,Winter,TR_2018-03-01,-0.27914287439654645,0.8048814817876673,1966.4781,1839.7845,1826.128,30,25,9.7,1.4554119649536896,8,8.121828615684636,1
Hood Canal,Winter,TW_2017-11-01,-0.4209901366121354,-0.9048191308808335,1412.5997,1367.3444,1357.15,20,15,9.2,0.6452641599055532,7.9,8.0399363004988,2
Hood Canal,Winter,TW_2018-01-01,1.3926555122733248,-0.7000894670334749,1410.1565,1260.4876,1252.623,15.366935,12.023889,7.17,1.6671730729244303,8.5,8.573133839050971,3
Hood Canal,Winter,TW_2018-03-01,-0.8671777823106479,0.42391358255259726,1765.2429,1586.9426,1575.118,21,16,10.29,2.005031704748693,8.3,8.43435989556038,1
