MiSeq_Run,sample,Hash,nReads
5,TR_201709B.1,a2ff1100fbeeef72396a45de25f567e5c026fc24,10
5,SA_201709C.2,a2ff1100fbeeef72396a45de25f567e5c026fc24,132
5,TR_201709C.1,a2ff1100fbeeef72396a45de25f567e5c026fc24,148
5,PO_201711B.1,a6442729541881906fa4b82064f12793b7b5f95e,380
5,TR_201711A.2,285abc4ea09f0a2a55cda80a6899e46ed6fa64f9,276
5,FH_201707C.3,697fbe5e6d2f6b4cf245da433e53d868cd1acfbc,31
5,LK_201707A.2,697fbe5e6d2f6b4cf245da433e53d868cd1acfbc,18
5,FH_201708C.2,697fbe5e6d2f6b4cf245da433e53d868cd1acfbc,6
5,FH_201707A.1,697fbe5e6d2f6b4cf245da433e53d868cd1acfbc,83
5,FH_201708A.1,697fbe5e6d2f6b4cf245da433e53d868cd1acfbc,20
5,CP_201706B.2,697fbe5e6d2f6b4cf245da433e53d868cd1acfbc,9
5,CP_201708A.1,697fbe5e6d2f6b4cf245da433e53d868cd1acfbc,13
5,LK_201707C.3,697fbe5e6d2f6b4cf245da433e53d868cd1acfbc,18
5,CP_201708B.2,697fbe5e6d2f6b4cf245da433e53d868cd1acfbc,4
5,LK_201707B.3,697fbe5e6d2f6b4cf245da433e53d868cd1acfbc,64
5,LK_201707B.2,697fbe5e6d2f6b4cf245da433e53d868cd1acfbc,4
5,TR_201711C.1,697fbe5e6d2f6b4cf245da433e53d868cd1acfbc,101
5,TW_201711A.1,778a2d61f034e783447d2c3633cf7472db932592,380
5,SA_201709A.1,ffe5a891a5f20bef14d539745075b9eb37e75c1f,23
5,LL_201709B.1,ffe5a891a5f20bef14d539745075b9eb37e75c1f,320
5,TW_201709B.1,8166c2a2ef149af93e9cd52ce13f9327df8066b1,167
5,TW_201709B.2,8166c2a2ef149af93e9cd52ce13f9327df8066b1,116
5,TW_201709A.1,8166c2a2ef149af93e9cd52ce13f9327df8066b1,11
5,SA_201709A.1,8166c2a2ef149af93e9cd52ce13f9327df8066b1,15
5,LL_201709A.3,8166c2a2ef149af93e9cd52ce13f9327df8066b1,14
5,LL_201709C.1,8166c2a2ef149af93e9cd52ce13f9327df8066b1,6
5,TW_201709C.1,8166c2a2ef149af93e9cd52ce13f9327df8066b1,44
5,TR_201711C.2,033291d406a569c07e2f44d6df9afadf2c8aa93a,85
5,TR_201711C.1,033291d406a569c07e2f44d6df9afadf2c8aa93a,205
5,TR_201711A.2,033291d406a569c07e2f44d6df9afadf2c8aa93a,131
5,CP_201707A.1,5a875fe22da0397c88d64a330e977f8c64d6ab98,5
5,FH_201707A.1,5a875fe22da0397c88d64a330e977f8c64d6ab98,114
5,CP_201708A.1,5a875fe22da0397c88d64a330e977f8c64d6ab98,10
5,LK_201707C.3,5a875fe22da0397c88d64a330e977f8c64d6ab98,73
5,CP_201708C.3,5a875fe22da0397c88d64a330e977f8c64d6ab98,14
5,PO_201709B.1,5a875fe22da0397c88d64a330e977f8c64d6ab98,68
5,LL_201709C.1,5a875fe22da0397c88d64a330e977f8c64d6ab98,37
5,SA_201709C.2,5a875fe22da0397c88d64a330e977f8c64d6ab98,6
5,TW_201709B.2,6fee0e0243d44ea7d55cc1a6cc8d71f6c9da8e5c,57
5,TR_201709B.2,6fee0e0243d44ea7d55cc1a6cc8d71f6c9da8e5c,86
5,TR_201709A.2,6fee0e0243d44ea7d55cc1a6cc8d71f6c9da8e5c,126
5,TR_201711C.2,a27543e3023503b098fbf077e52e85354d16b467,409
5,LL_201711B.1,9b0aa1e801b43b25e1d145874fdfce97f28cd151,422
5,LK_201707A.1,f370ba5891f800bb8ad820e8da92b85095279202,110
5,FH_201707C.3,f370ba5891f800bb8ad820e8da92b85095279202,4
5,LK_201707A.2,f370ba5891f800bb8ad820e8da92b85095279202,191
5,TW_201709B.1,66ad0c655a0a258a6a2c30e08df0c0361789ab02,65
5,TW_201709B.2,66ad0c655a0a258a6a2c30e08df0c0361789ab02,76
5,SA_201709B.1,66ad0c655a0a258a6a2c30e08df0c0361789ab02,6
5,TW_201709A.1,66ad0c655a0a258a6a2c30e08df0c0361789ab02,12
5,TR_201711C.2,66ad0c655a0a258a6a2c30e08df0c0361789ab02,33
5,TR_201711C.1,66ad0c655a0a258a6a2c30e08df0c0361789ab02,46
5,SA_201709A.1,66ad0c655a0a258a6a2c30e08df0c0361789ab02,22
5,LL_201709C.1,66ad0c655a0a258a6a2c30e08df0c0361789ab02,267
5,SA_201709B.2,66ad0c655a0a258a6a2c30e08df0c0361789ab02,3
5,TW_201709C.1,66ad0c655a0a258a6a2c30e08df0c0361789ab02,12
5,TR_201711A.2,66ad0c655a0a258a6a2c30e08df0c0361789ab02,32
5,TW_201709A.1,74697261024a1f3e18cce117fade11f493900b77,409
5,CP_201707A.1,b26afa89c5c913847603f1d83625c2bc0b22e43e,267
5,CP_201707A.2,b26afa89c5c913847603f1d83625c2bc0b22e43e,134
5,CP_201706B.3,f1fc3fa57fa480d91ebd6605ca9563bf4f860134,89
5,CP_201707B.1,f1fc3fa57fa480d91ebd6605ca9563bf4f860134,25
5,FH_201708A.1,f1fc3fa57fa480d91ebd6605ca9563bf4f860134,14
5,CP_201706A.1,f1fc3fa57fa480d91ebd6605ca9563bf4f860134,146
5,FH_201706A.3,4c3e9df89305cc112b3f1481ff7df2868f7045e6,35
5,LK_201706C.2,4c3e9df89305cc112b3f1481ff7df2868f7045e6,11
5,FH_201706C.1,4c3e9df89305cc112b3f1481ff7df2868f7045e6,12
5,FH_201706B.3,4c3e9df89305cc112b3f1481ff7df2868f7045e6,6
5,FH_201707B.3,4c3e9df89305cc112b3f1481ff7df2868f7045e6,7
5,LK_201706C.3,4c3e9df89305cc112b3f1481ff7df2868f7045e6,144
5,LL_201709C.1,4c3e9df89305cc112b3f1481ff7df2868f7045e6,20
5,TR_201709C.1,4c3e9df89305cc112b3f1481ff7df2868f7045e6,97
5,TR_201711C.1,17d550ce9e88e37e1e9aff9e4da7b6fff0c92532,184
5,TR_201711A.2,17d550ce9e88e37e1e9aff9e4da7b6fff0c92532,82
5,FH_201708C.2,1900ed68493c5894e9c33a1306787450bc50117d,264
5,SA_201709B.1,8882e1a2e288b1543d39591a156b7976abe5695b,83
5,TR_201709B.2,8882e1a2e288b1543d39591a156b7976abe5695b,308
5,PO_201709C.1,8882e1a2e288b1543d39591a156b7976abe5695b,6
5,LL_201709B.1,8882e1a2e288b1543d39591a156b7976abe5695b,4
5,SA_201703A.1,6a884c9423c29fc56fc9651ab36206cd38ececfd,185
5,SA_201703A.3,6a884c9423c29fc56fc9651ab36206cd38ececfd,109
5,TR_201703B.3,dcaf7f874689c3d55666a06e5f29a433d213eb4d,349
5,PO_201711A.2,5d736de1d3425d6839f05a11278c4e41f133fd7c,388
5,CP_201707C.3,2fd012ff7e0f31c657969e66d6da025e117a015e,32
5,LK_201706B.1,2fd012ff7e0f31c657969e66d6da025e117a015e,292
5,CP_201707A.2,2fd012ff7e0f31c657969e66d6da025e117a015e,12
5,SA_201711A.1,2fd012ff7e0f31c657969e66d6da025e117a015e,5
5,LL_201711C.1,586c070c0b1495edfd981fba9da94401bd8b4a91,394
5,LK_201708B.3,c41bd6e9d6cec3ccf25a1f7e6dfaee261bebf93b,10
5,CP_201708A.1,c41bd6e9d6cec3ccf25a1f7e6dfaee261bebf93b,105
5,CP_201708A.3,c41bd6e9d6cec3ccf25a1f7e6dfaee261bebf93b,92
5,CP_201708B.3,c41bd6e9d6cec3ccf25a1f7e6dfaee261bebf93b,47
5,CP_201708C.3,c41bd6e9d6cec3ccf25a1f7e6dfaee261bebf93b,33
5,CP_201708B.2,c41bd6e9d6cec3ccf25a1f7e6dfaee261bebf93b,10
5,LK_201708C.3,c41bd6e9d6cec3ccf25a1f7e6dfaee261bebf93b,28
5,TR_201703A.3,34420a7eb4f577e24e3096c676761dbd6502ec6d,112
5,TR_201703B.3,34420a7eb4f577e24e3096c676761dbd6502ec6d,147
5,CP_201707C.3,a262e8936b5ac59732827a1c94f400710814aa37,342
5,LK_201707C.3,a262e8936b5ac59732827a1c94f400710814aa37,2
5,PO_201711C.1,fa240cf2b9f568cd2f93199889bb2836a2bf5e7c,257
5,TW_201711B.2,4937f5a32462abe6729002926d9a66b9bf2e0206,345
5,TW_201709B.2,56b71b130db76c4f3e846ab901e2f434f2670ed0,53
5,TR_201709B.2,56b71b130db76c4f3e846ab901e2f434f2670ed0,144
5,SA_201709A.1,56b71b130db76c4f3e846ab901e2f434f2670ed0,3
5,TR_201709A.1,56b71b130db76c4f3e846ab901e2f434f2670ed0,12
5,TR_201709B.1,56b71b130db76c4f3e846ab901e2f434f2670ed0,52
5,TR_201709A.2,56b71b130db76c4f3e846ab901e2f434f2670ed0,153
5,CP_201707A.1,1448438bce1cc437a30a500afc978e2748e39364,170
5,CP_201707A.2,1448438bce1cc437a30a500afc978e2748e39364,85
5,SA_201709B.1,ca40ee01fddc311ec418eb3b9fa8aa9dcbe91cc4,31
5,PO_201709B.1,ca40ee01fddc311ec418eb3b9fa8aa9dcbe91cc4,110
5,PO_201709C.1,ca40ee01fddc311ec418eb3b9fa8aa9dcbe91cc4,202
5,SA_201709C.2,ca40ee01fddc311ec418eb3b9fa8aa9dcbe91cc4,33
5,TR_201703A.3,5107e84002f24a22425bf41c56d1cb122fbd658d,378
5,LL_201711C.1,e69f43d0c8af44c4fe8436c5c6b4d2fd5ae95d82,318
5,PO_201711B.1,e69f43d0c8af44c4fe8436c5c6b4d2fd5ae95d82,14
5,PO_201711B.2,e69f43d0c8af44c4fe8436c5c6b4d2fd5ae95d82,65
5,PO_201711A.2,e69f43d0c8af44c4fe8436c5c6b4d2fd5ae95d82,5
5,FH_201708A.1,b46b3d210990cbd6825b2605cf8e8a53219b32b4,37
5,CP_201707A.2,b46b3d210990cbd6825b2605cf8e8a53219b32b4,293
5,CP_201706B.3,631242523cd6aa7108edd3792c05db4f7f93f67e,350
5,FH_201706A.1,ecd0c104bc20e5156f37544beeb7afebb92d5c45,5
5,CP_201707B.3,ecd0c104bc20e5156f37544beeb7afebb92d5c45,2
5,FH_201706B.3,ecd0c104bc20e5156f37544beeb7afebb92d5c45,11
5,FH_201706A.2,ecd0c104bc20e5156f37544beeb7afebb92d5c45,59
5,FH_201708C.2,ecd0c104bc20e5156f37544beeb7afebb92d5c45,3
5,FH_201707A.3,ecd0c104bc20e5156f37544beeb7afebb92d5c45,3
5,CP_201706B.2,ecd0c104bc20e5156f37544beeb7afebb92d5c45,9
5,FH_201706B.2,ecd0c104bc20e5156f37544beeb7afebb92d5c45,12
5,CP_201708A.3,ecd0c104bc20e5156f37544beeb7afebb92d5c45,57
5,CP_201706A.1,ecd0c104bc20e5156f37544beeb7afebb92d5c45,47
5,LK_201708C.3,ecd0c104bc20e5156f37544beeb7afebb92d5c45,6
5,PO_201711C.1,ecd0c104bc20e5156f37544beeb7afebb92d5c45,119
5,PO_201709B.1,1ab4270ca049b0a8af3f8ff5f8f69459737637ef,31
5,TR_201709A.1,1ab4270ca049b0a8af3f8ff5f8f69459737637ef,28
5,LL_201709A.3,1ab4270ca049b0a8af3f8ff5f8f69459737637ef,20
5,LL_201709C.1,1ab4270ca049b0a8af3f8ff5f8f69459737637ef,41
5,TR_201709C.1,1ab4270ca049b0a8af3f8ff5f8f69459737637ef,219
5,TW_201709B.1,6d4e357f95bc47796562ba664b3755e3db1bf4e4,13
5,TW_201709A.1,6d4e357f95bc47796562ba664b3755e3db1bf4e4,295
5,LL_201709A.3,6d4e357f95bc47796562ba664b3755e3db1bf4e4,47
5,LL_201709C.1,6d4e357f95bc47796562ba664b3755e3db1bf4e4,9
5,SA_201711A.1,2f0b2b4265cfc25924f7ebd38ca83d62daf89cbe,328
5,LL_201711C.1,2f0b2b4265cfc25924f7ebd38ca83d62daf89cbe,3
5,LL_201711B.1,e9b519691aa5eaacf445cfa06c32c7f13fe353e4,383
5,PO_201711B.1,87e71ad4fa3fff86f9ddf33d9dbd7363432d52e0,375
5,LK_201707A.1,509fc6e0b213cde812e4dce194918f2c68276426,81
5,LK_201706A.1,509fc6e0b213cde812e4dce194918f2c68276426,47
5,CP_201706B.3,509fc6e0b213cde812e4dce194918f2c68276426,43
5,LK_201708B.3,509fc6e0b213cde812e4dce194918f2c68276426,16
5,LK_201707A.2,509fc6e0b213cde812e4dce194918f2c68276426,11
5,LK_201706C.2,509fc6e0b213cde812e4dce194918f2c68276426,32
5,FH_201708A.1,509fc6e0b213cde812e4dce194918f2c68276426,10
5,CP_201706B.2,509fc6e0b213cde812e4dce194918f2c68276426,8
5,LK_201708A.1,509fc6e0b213cde812e4dce194918f2c68276426,53
5,LK_201707A.1,0aa2a362f7a5546fcf3b0d93af409c112e431fb7,42
5,LK_201708B.3,0aa2a362f7a5546fcf3b0d93af409c112e431fb7,22
5,LK_201707A.2,0aa2a362f7a5546fcf3b0d93af409c112e431fb7,24
5,FH_201707A.1,0aa2a362f7a5546fcf3b0d93af409c112e431fb7,53
5,LK_201707C.3,0aa2a362f7a5546fcf3b0d93af409c112e431fb7,170
5,LK_201707B.2,0aa2a362f7a5546fcf3b0d93af409c112e431fb7,13
5,SA_201703A.1,7d6cf91b6f114db7a8c61eeea9b3131ca9c129d3,27
5,SA_201703A.3,7d6cf91b6f114db7a8c61eeea9b3131ca9c129d3,146
5,TR_201703B.2,7d6cf91b6f114db7a8c61eeea9b3131ca9c129d3,144
5,TR_201703B.3,7d6cf91b6f114db7a8c61eeea9b3131ca9c129d3,8
5,PO_201711C.1,f364a5d6af44b7f7315ff3de9370c8f2e2bf26d1,400
5,PO_201711C.1,04fb273b752cda28deca6765b6d6e47771c7c5c9,248
5,LK_201708A.1,73c80654aa649f25295efe54e76d315baa4b08fb,298
5,TR_201703C.3,c437a38447fa7e2b668c26a8df779bdff6106afa,335
5,TW_201711B.1,1aa89843596a99da93cba722b9aa4377b367605a,366
5,LK_201706C.2,f29e1a22c1f4e7b586ab3635810b487da4c5f3ab,279
5,CP_201706B.2,f29e1a22c1f4e7b586ab3635810b487da4c5f3ab,24
5,LL_201711B.1,181733834092d8471797564fdd37caf1818accb6,10
5,TR_201711A.2,181733834092d8471797564fdd37caf1818accb6,302
5,TR_201711C.2,b01e65ae55c5a896c0286733ebf207382297fe90,46
5,SA_201711A.1,b01e65ae55c5a896c0286733ebf207382297fe90,48
5,TR_201711C.1,b01e65ae55c5a896c0286733ebf207382297fe90,9
5,PO_201711C.1,b01e65ae55c5a896c0286733ebf207382297fe90,3
5,SA_201711C.1,b01e65ae55c5a896c0286733ebf207382297fe90,234
5,PO_201711A.2,b01e65ae55c5a896c0286733ebf207382297fe90,27
5,CP_201707C.3,8b74ea17f3ecb6eac5452828eaf739a4de714456,117
5,CP_201707B.3,8b74ea17f3ecb6eac5452828eaf739a4de714456,24
5,FH_201707A.1,8b74ea17f3ecb6eac5452828eaf739a4de714456,9
5,CP_201706B.2,8b74ea17f3ecb6eac5452828eaf739a4de714456,30
5,LK_201708C.1,8b74ea17f3ecb6eac5452828eaf739a4de714456,4
5,LK_201707B.3,8b74ea17f3ecb6eac5452828eaf739a4de714456,97
5,CP_201707A.1,afdbc0366b378c2775a05decf594468212a59293,69
5,CP_201707A.2,afdbc0366b378c2775a05decf594468212a59293,240
5,LL_201711C.1,1cbd2036b8134f31ffa6e2ba33c29387a5322be2,23
5,LL_201711B.1,1cbd2036b8134f31ffa6e2ba33c29387a5322be2,358
5,TR_201709B.2,057a6b73b52b9a18f27f45c62b5a3f0291d32fed,84
5,TR_201709A.2,057a6b73b52b9a18f27f45c62b5a3f0291d32fed,154
5,LL_201709B.1,310ad0b907710f750140f7c9b6efcdd44e7e626d,297
5,FH_201706A.1,cd691b2146780fd146bb78a7c3fb0290231b99d0,9
5,FH_201706A.3,cd691b2146780fd146bb78a7c3fb0290231b99d0,43
5,LK_201706C.2,cd691b2146780fd146bb78a7c3fb0290231b99d0,11
5,FH_201706C.1,cd691b2146780fd146bb78a7c3fb0290231b99d0,31
5,FH_201706B.3,cd691b2146780fd146bb78a7c3fb0290231b99d0,43
5,FH_201706A.2,cd691b2146780fd146bb78a7c3fb0290231b99d0,52
5,FH_201708C.2,cd691b2146780fd146bb78a7c3fb0290231b99d0,60
5,FH_201706B.2,cd691b2146780fd146bb78a7c3fb0290231b99d0,8
5,CP_201706C.3,cd691b2146780fd146bb78a7c3fb0290231b99d0,12
5,CP_201708B.3,cd691b2146780fd146bb78a7c3fb0290231b99d0,11
5,LK_201708A.2,cd691b2146780fd146bb78a7c3fb0290231b99d0,18
5,TW_201711B.1,6d63c9ed1940f0b14e328753c73d19be49dbc07a,16
5,SA_201709C.1,6d63c9ed1940f0b14e328753c73d19be49dbc07a,31
5,PO_201711C.1,6d63c9ed1940f0b14e328753c73d19be49dbc07a,307
5,TW_201709C.1,6d63c9ed1940f0b14e328753c73d19be49dbc07a,13
5,TW_201711A.1,9f2113dd8cd99ff8c7347d561ec355cd279723ec,236
5,LK_201707A.1,d9eb2bf8dd358a088b24256222c75c4afade3776,260
5,CP_201707B.1,dcf49af5d4665683edea53681c520a45dc46612d,292
5,TW_201709A.1,73c4f89b3c5dbe349633c723bf19bf1805190fcb,233
5,LK_201707A.1,be4750597645c2d51986e9d42d5cd1c98fd63948,85
5,LK_201708B.3,be4750597645c2d51986e9d42d5cd1c98fd63948,15
5,LK_201707A.2,be4750597645c2d51986e9d42d5cd1c98fd63948,26
5,FH_201707A.1,be4750597645c2d51986e9d42d5cd1c98fd63948,20
5,LK_201707C.3,be4750597645c2d51986e9d42d5cd1c98fd63948,40
5,LK_201708A.1,be4750597645c2d51986e9d42d5cd1c98fd63948,20
5,LK_201708A.2,be4750597645c2d51986e9d42d5cd1c98fd63948,17
5,LK_201708C.3,be4750597645c2d51986e9d42d5cd1c98fd63948,30
5,TW_201711B.1,f6865d7fd986f630e5d3507c1c427f63f4396ea9,355
5,TW_201709A.1,85bb7d20f8fb6071c6e07774eb82fbb87820435b,328
5,TW_201711B.1,a63c83cd6256ddd7b3e965b66276ba8788e45938,376
5,TW_201711B.1,8862704a2b5be838cbc955e771530f333f9dc6b8,222
5,TW_201711B.2,8862704a2b5be838cbc955e771530f333f9dc6b8,123
5,TR_201709B.2,5bea2e6f9551d4c02e44cb8f06a87e6e0bb68863,227
5,TR_201709A.2,5bea2e6f9551d4c02e44cb8f06a87e6e0bb68863,71
5,LL_201711B.1,7828a57615de229c47c08c257617d41ea0b92fd2,364
5,TR_201703C.3,f82c958f1067f2d7b900e3cd860d4d16b3587e50,231
5,LK_201706A.1,223a220178734017a25d5932cf30f478aae29b05,3
5,FH_201706A.1,223a220178734017a25d5932cf30f478aae29b05,7
5,LK_201707A.2,223a220178734017a25d5932cf30f478aae29b05,4
5,FH_201706A.3,223a220178734017a25d5932cf30f478aae29b05,23
5,FH_201706C.1,223a220178734017a25d5932cf30f478aae29b05,10
5,FH_201706B.3,223a220178734017a25d5932cf30f478aae29b05,25
5,FH_201706A.2,223a220178734017a25d5932cf30f478aae29b05,20
5,FH_201708C.2,223a220178734017a25d5932cf30f478aae29b05,12
5,FH_201708B.2,223a220178734017a25d5932cf30f478aae29b05,24
5,FH_201708A.1,223a220178734017a25d5932cf30f478aae29b05,7
5,CP_201706B.2,223a220178734017a25d5932cf30f478aae29b05,18
5,FH_201706B.2,223a220178734017a25d5932cf30f478aae29b05,6
5,CP_201708A.3,223a220178734017a25d5932cf30f478aae29b05,10
5,CP_201708B.3,223a220178734017a25d5932cf30f478aae29b05,8
5,CP_201708C.3,223a220178734017a25d5932cf30f478aae29b05,12
5,LK_201708C.3,223a220178734017a25d5932cf30f478aae29b05,6
5,TW_201709B.1,223a220178734017a25d5932cf30f478aae29b05,88
5,TW_201711B.1,223a220178734017a25d5932cf30f478aae29b05,8
5,PO_201711A.2,223a220178734017a25d5932cf30f478aae29b05,4
5,CP_201707B.3,4749cd01e88f66888e13bbbbf3838de3504d8acc,7
5,FH_201706A.3,4749cd01e88f66888e13bbbbf3838de3504d8acc,5
5,FH_201706C.1,4749cd01e88f66888e13bbbbf3838de3504d8acc,19
5,FH_201706A.2,4749cd01e88f66888e13bbbbf3838de3504d8acc,17
5,FH_201708C.2,4749cd01e88f66888e13bbbbf3838de3504d8acc,20
5,FH_201708A.1,4749cd01e88f66888e13bbbbf3838de3504d8acc,4
5,CP_201708A.1,4749cd01e88f66888e13bbbbf3838de3504d8acc,77
5,FH_201706B.2,4749cd01e88f66888e13bbbbf3838de3504d8acc,6
5,CP_201708A.3,4749cd01e88f66888e13bbbbf3838de3504d8acc,90
5,CP_201708B.3,4749cd01e88f66888e13bbbbf3838de3504d8acc,10
5,CP_201708C.3,4749cd01e88f66888e13bbbbf3838de3504d8acc,8
5,LK_201708C.1,4749cd01e88f66888e13bbbbf3838de3504d8acc,1
5,CP_201708B.2,4749cd01e88f66888e13bbbbf3838de3504d8acc,8
5,CP_201707A.1,2f84add91ebf755c7df2d227ba1d13769c0d05f9,79
5,FH_201708A.1,2f84add91ebf755c7df2d227ba1d13769c0d05f9,25
5,CP_201706B.2,2f84add91ebf755c7df2d227ba1d13769c0d05f9,13
5,CP_201707A.2,2f84add91ebf755c7df2d227ba1d13769c0d05f9,115
5,LK_201707A.2,6bdc887ae40efa9f802e7bc0958eeca323994581,49
5,FH_201708B.2,6bdc887ae40efa9f802e7bc0958eeca323994581,249
5,TW_201709B.2,024cb01e2d0aeadcf445413c5e9c43ded25e848d,349
5,TW_201711B.1,bce3990de62c808a00f38570fc84c51aaddbf23c,111
5,TR_201711C.2,bce3990de62c808a00f38570fc84c51aaddbf23c,15
5,SA_201711A.1,bce3990de62c808a00f38570fc84c51aaddbf23c,18
5,TR_201711C.1,bce3990de62c808a00f38570fc84c51aaddbf23c,17
5,LL_201711C.1,bce3990de62c808a00f38570fc84c51aaddbf23c,7
5,TW_201711A.1,bce3990de62c808a00f38570fc84c51aaddbf23c,4
5,PO_201711B.1,bce3990de62c808a00f38570fc84c51aaddbf23c,8
5,PO_201711C.1,bce3990de62c808a00f38570fc84c51aaddbf23c,6
5,SA_201711C.1,bce3990de62c808a00f38570fc84c51aaddbf23c,15
5,TW_201711B.2,bce3990de62c808a00f38570fc84c51aaddbf23c,34
5,PO_201711B.2,bce3990de62c808a00f38570fc84c51aaddbf23c,5
5,PO_201711A.2,bce3990de62c808a00f38570fc84c51aaddbf23c,5
5,TR_201711A.2,bce3990de62c808a00f38570fc84c51aaddbf23c,26
5,TW_201711C.1,bce3990de62c808a00f38570fc84c51aaddbf23c,58
5,LK_201708B.3,94695f8c872f82ab195802ad07ac536442cefece,74
5,FH_201708C.2,94695f8c872f82ab195802ad07ac536442cefece,42
5,LK_201708C.1,94695f8c872f82ab195802ad07ac536442cefece,79
5,PO_201709B.1,94695f8c872f82ab195802ad07ac536442cefece,33
5,CP_201706A.3,612b24df66d78691cfd7fd5175b8b01000755ecd,288
5,TR_201709B.2,f1bf62c385074a1bf159a4b31ed53fe2af25c664,75
5,TR_201709A.1,f1bf62c385074a1bf159a4b31ed53fe2af25c664,9
5,TR_201709B.1,f1bf62c385074a1bf159a4b31ed53fe2af25c664,18
5,TR_201709C.1,f1bf62c385074a1bf159a4b31ed53fe2af25c664,68
5,TR_201709A.2,f1bf62c385074a1bf159a4b31ed53fe2af25c664,93
5,TW_201711A.1,335d9e8d691820bcf764e0db2f1448d7c0a7de92,315
5,LL_201711B.1,b4512d8929ed79662d50151c12d220b4826dfef5,368
5,FH_201706A.1,ba42824c9fbf3144e38a27c01202fb99fbe820f2,11
5,FH_201707C.3,ba42824c9fbf3144e38a27c01202fb99fbe820f2,4
5,FH_201706A.3,ba42824c9fbf3144e38a27c01202fb99fbe820f2,41
5,FH_201706C.1,ba42824c9fbf3144e38a27c01202fb99fbe820f2,14
5,FH_201706A.2,ba42824c9fbf3144e38a27c01202fb99fbe820f2,22
5,FH_201708C.2,ba42824c9fbf3144e38a27c01202fb99fbe820f2,9
5,FH_201706B.2,ba42824c9fbf3144e38a27c01202fb99fbe820f2,5
5,LL_201711B.1,ba42824c9fbf3144e38a27c01202fb99fbe820f2,58
5,SA_201709B.2,ba42824c9fbf3144e38a27c01202fb99fbe820f2,44
5,TR_201711A.2,ba42824c9fbf3144e38a27c01202fb99fbe820f2,17
5,TW_201711C.1,ba42824c9fbf3144e38a27c01202fb99fbe820f2,59
5,TW_201711B.1,429d3c6f0bad372c51cee589a1c567e853c3da6a,179
5,LL_201711C.1,429d3c6f0bad372c51cee589a1c567e853c3da6a,3
5,TW_201711B.2,429d3c6f0bad372c51cee589a1c567e853c3da6a,63
5,LL_201711B.1,429d3c6f0bad372c51cee589a1c567e853c3da6a,67
5,PO_201711A.2,429d3c6f0bad372c51cee589a1c567e853c3da6a,40
5,LK_201706A.1,0863e968b59434be1dc329d48f0c035ab9840f59,226
5,LK_201707A.1,890f469bfa1268a3d87003ab6abcd9f245236875,96
5,LK_201706A.1,890f469bfa1268a3d87003ab6abcd9f245236875,12
5,FH_201708C.2,890f469bfa1268a3d87003ab6abcd9f245236875,12
5,LK_201707C.3,890f469bfa1268a3d87003ab6abcd9f245236875,78
5,LK_201706C.3,890f469bfa1268a3d87003ab6abcd9f245236875,78
5,CP_201707C.3,bb84cfab4d12fac0a2ce252e1f73bce241683672,225
5,CP_201706A.3,ad7e9efb7e7c8d6fd68e44c5bd726071862345b3,288
5,LL_201711C.1,01ae56d3a9d20cf8cfe69278f18de521ad651218,362
5,PO_201711B.1,ee7e6db9151b472db7ec67e1f53485aa594d3fb2,337
5,LL_201711B.1,93449cd172371960303649a678ea89c2b06ac75b,329
5,TR_201709C.1,c657ccfbb37217b20045fda38a7d839c703c6c50,224
5,CP_201706B.3,00e781be779c8a2dae5a668f596ea43db3a9cedb,10
5,LK_201706C.2,00e781be779c8a2dae5a668f596ea43db3a9cedb,5
5,TW_201711B.1,00e781be779c8a2dae5a668f596ea43db3a9cedb,94
5,SA_201711A.1,00e781be779c8a2dae5a668f596ea43db3a9cedb,5
5,PO_201711B.1,00e781be779c8a2dae5a668f596ea43db3a9cedb,9
5,SA_201711C.1,00e781be779c8a2dae5a668f596ea43db3a9cedb,42
5,TW_201711B.2,00e781be779c8a2dae5a668f596ea43db3a9cedb,30
5,PO_201711B.2,00e781be779c8a2dae5a668f596ea43db3a9cedb,5
5,TW_201711C.1,00e781be779c8a2dae5a668f596ea43db3a9cedb,107
5,LK_201706C.2,00eb86552b08ad53243d0cf47afd492b6618ca09,279
5,FH_201708C.2,e6e5abd74e5054080c9b7e680a404d488242d52a,66
5,FH_201708B.2,e6e5abd74e5054080c9b7e680a404d488242d52a,45
5,FH_201708A.1,e6e5abd74e5054080c9b7e680a404d488242d52a,75
5,CP_201706B.2,e6e5abd74e5054080c9b7e680a404d488242d52a,18
5,LK_201708A.1,e6e5abd74e5054080c9b7e680a404d488242d52a,28
5,LK_201708A.2,e6e5abd74e5054080c9b7e680a404d488242d52a,27
5,TR_201709B.2,ac53cc3e81ed7a2ea3488838df824d0b36f59875,5
5,PO_201711C.1,ac53cc3e81ed7a2ea3488838df824d0b36f59875,80
5,PO_201709A.3,ac53cc3e81ed7a2ea3488838df824d0b36f59875,62
5,PO_201711B.2,ac53cc3e81ed7a2ea3488838df824d0b36f59875,57
5,PO_201711A.2,ac53cc3e81ed7a2ea3488838df824d0b36f59875,147
5,TW_201711C.1,9e2f85a6fb420dae988d8809188a8a3657c1120e,279
5,PO_201711B.2,1104806f539a89db9c746610df51731b598303f8,73
5,PO_201711A.2,1104806f539a89db9c746610df51731b598303f8,249
5,TR_201711A.2,0eb53e64a2a855091e0cc72d4db879c1f1c70c09,297
5,FH_201708A.1,7c40b623f19da01b7f1060cc3f150a43581a1c50,270
