sample,distance_to_centroid
LK_201801A.1,0.49543227968280884
CP_201801A.2,0.6115301831120259
LK_201805A.1,0.5220527892169997
LK_201805A.3,0.48632276235731914
CP_201801B.1,0.4983347281939381
CP_201805A.3,NA
FH_201801B.3,NA
